codigo_producto,nombre_producto,categoria,apariciones_visibles,clientes
CO-ARR149-12466,MARUHA NICHIRO ARROZ FRITO CON CERDO 450 G,Arroces,24,22
CO-ARR149-12467,MARUHA NICHIRO ARROZ FRITO CON CAMARÓN 600 G / 630 G,Arroces,1,1
CO-ARR149-12469,MARUHA NICHIRO ARROZ COCIDO CON POLLO Y BARDANA 450 G,Arroces,1,1
CO-ARR149-12470,MARUHA NICHIRO ARROZ FRITO CON TAKANA 450 G / 480 G,Arroces,5,5
CO-ARR149-13092,NISSUI YAKIONIGUIRI 450 G,Arroces,56,53
CO-ARR149-13387,MARUHA NICHIRO ARROZ COCIDO CON POLLO Y BARDANA 430 G,Arroces,25,21
CO-ARR149-13388,MARUHA NICHIRO ARROZ FRITO CON TAKANA 430 G,Arroces,18,16
CO-CAR200-12622,SUKIYA YAKITORI 180 G,Congelados,106,96
CO-CAR201-11073,WAGYU JAPONÉS CHUCK ROLL KILO A5 BMS #10+,Congelados,3,3
CO-CAR201-12441,WAGYU JAPONÉS TENDER LOIN KILO A5 BMS #10+,Congelados,8,7
CO-CAR201-12970,WAGYU JAPONÉS NECK KILO A5 BMS #10+,Congelados,2,2
CO-CAR201-13368,WAGYU JAPONÉS TOP ROUND KILO A5 BMS #10+,Congelados,5,4
CO-CAR201-13369,WAGYU JAPONÉS FLAT IRON KILO A5 BMS #10+,Congelados,4,3
CO-CAR201-13898,WAGYU JAPONÉS SENDAI RIB EYE KILO A5 BMS #10+,Congelados,1,1
CO-CAR201-13899,WAGYU JAPONÉS SENDAI STRIPLOIN KILO A5 BMS #10+,Congelados,3,3
CO-CAR201-14205,WAGYU JAPONÉS RUMP CAP KILO A5 BMS #10+,Otros,2,2
CO-CAR201-14206,WAGYU JAPONÉS CHUCK RIB KILO A5 BMS #10+,Congelados,1,1
CO-DEL250-10451,TOYO CONG. NAMA SHOKU PAN,Congelados,14,14
CO-DEL252-10958,TOYO CONG. KOSHIAN PAN,Congelados,11,10
CO-DEL252-10959,TOYO CONG. TSUBUAN PAN,Congelados,13,12
CO-DEL900-14395,TOYO BOLA DE NIEVE MATCHA PZ.,Congelados,5,5
CO-DEL900-14396,TOYO BOLA DE NIEVE TARO PZ,Congelados,4,4
CO-DEL900-14397,TOYO BOLA DE NIEVE SAKE PZ,Congelados,5,5
CO-DEL900-14398,TOYO BOLA DE NIEVE LYCHEE PZ,Congelados,4,4
CO-DEL900-14399,TOYO BOLA DE NIEVE YUZU PZ,Congelados,5,5
CO-DEL900-14681,TOYO BOLA DE NIEVE MATCHA SIN TOPPINGS,Congelados,1,1
CO-DEL900-14682,TOYO BOLA DE NIEVE TARO SIN TOPPINGS,Otros,1,1
CO-DEL900-14684,TOYO BOLA DE NIEVE LYCHEE SIN TOPPINGS,Congelados,1,1
CO-DEL900-14685,TOYO BOLA DE NIEVE YUZU SIN TOPPINGS,Congelados,1,1
CO-DEL900-14687,TOPPING CLÁSICO 0°,Congelados,1,1
CO-DEL900-14688,TOPPING ESPECIAL 0°,Congelados,2,2
CO-DEL900-14689,TOPPING PREMIUM 0°,Congelados,3,3
CO-DGB300-0059,GREENLAND BOLITA DE AJONJOLI 24 PZAS 480 G,Dulces y Botanas,27,24
CO-DGB308-13170,BIBIGO O PANG CREMA 300G,Dulces y Botanas,1,1
CO-DGB309-12680,YUKI & LOVE MOCHI WRAP 350 G,Dulces y Botanas,2,2
CO-DGB309-12750,YUKI AND LOVE LUCKY PIE FRESA 128 G,Dulces y Botanas,1,1
CO-DGB309-12843,MAEDA-EN HELADO DE TE VERDE 5.7 L,Dulces y Botanas,19,18
CO-DGB309-12844,MAEDA-EN HELADO DE LYCHEE 5.7 L,Dulces y Botanas,15,15
CO-DGB309-12845,MAEDA-EN HELADO DE YUZU 5.7 L,Dulces y Botanas,24,24
CO-DGB309-13492,SHIRAKIKU TAIYAKI 10 PZ 4 KG,Dulces y Botanas,1,1
CO-DGB309-13834,MOCHI CREAM JAPAN CARAMEL MACCHIATO 1.56 KG 30 PZA,Dulces y Botanas,1,1
CO-DGB309-13835,MOCHI CREAM JAPAN YOGUR CON ARÁNDANO 1.56 KG 30 PZA,Dulces y Botanas,1,1
CO-DGB309-13836,MOCHI CREAM JAPAN PASTEL DE FRESA 1.56 KG 30 PZA,Dulces y Botanas,1,1
CO-DGB309-13837,MOCHI CREAM JAPAN CAFÉ CON LECHE 1.56 KG 30 PZA,Dulces y Botanas,1,1
CO-DGB309-13838,MOCHI CREAM JAPAN MATCHA UJIKINTOKI 1.56 KG 30 PZA,Dulces y Botanas,1,1
CO-DGB309-13839,MOCHI CREAM JAPAN DOBLE MANGO 1.56 KG 30 PZA,Dulces y Botanas,1,1
CO-DGB309-13840,MOCHI CREAM JAPAN FLAN DE CARAMELO 1.56 KG 30 PZA,Dulces y Botanas,1,1
CO-DGB309-13883,TOYO HELADO SABOR SAKE 5 L,Dulces y Botanas,9,9
CO-DGB309-13884,TOYO HELADO SABOR TARO 5 L,Dulces y Botanas,14,14
CO-DGB309-14147,KOCHI ICE HELADO DE AGUA SABOR YUZU 115 ML,Dulces y Botanas,19,18
CO-DGB309-14148,KOCHI ICE HELADO DE AGUA SABOR MANDARINA 115 ML,Dulces y Botanas,22,19
CO-DGB309-14149,KOCHI ICE HELADO DE AGUA SABOR DURAZNO 115 ML,Dulces y Botanas,22,19
CO-DGB309-14150,KOCHI ICE HELADO DE AGUA SABOR TÉ VERDE 115 ML,Dulces y Botanas,9,9
CO-DGB309-14151,KOCHI ICE HELADO DE AGUA SABOR TÉ VERDE HOJICHA 115 ML,Dulces y Botanas,12,12
CO-DGB309-6896,AKANEMARU GOSHIKI DORAYAKI 1 P 90 G,Dulces y Botanas,38,34
CO-FVL351-14146,HOSHINA SHOTEN ANPO KAKI 600 G,Congelados,5,5
CO-FVL354-11462,TAKANO OKAME KAZOKU NO TEIBAN MINI3 45.4G X 3 136.2 G,Congelados,125,110
CO-FVL355-12878,DEEP BHINDI MASALA 283 G,Congelados,8,8
CO-FVL356-10899,UNIFOODS CEBOLLIN BLANCO CORTADO A RODAJAS 160 G,Congelados,42,40
CO-FVL356-11358,UNIFOODS ESPINACAS CORTADAS 180 G,Congelados,19,17
CO-FVL356-11711,UNIFOODS KINUSAYA 500G,Congelados,6,6
CO-FVL356-11712,UNIFOODS MINI CUT NANOHANA 200G,Congelados,8,7
CO-FVL356-11718,MARUHA NICHIRO SHIO YUDE CHAMAME(TAIWAN) 280 G,Congelados,56,54
CO-FVL356-11719,MARUHA NICHIRO SATOIMO 300 G,Congelados,27,26
CO-FVL356-11720,MARUHA NICHIRO VERDURAS MIXTAS 300 G,Congelados,32,31
CO-FVL356-12887,DEEP SAMBHAR MIX 340 G,Congelados,12,12
CO-FVL356-12992,UNIFOODS CEBOLLIN VERDE CORTADO EN RODAJAS 160 G,Congelados,65,61
CO-FVL356-13555,FLAP CAMOTE JAPONÉS ASADO 250 G,Congelados,19,18
CO-FVL356-13556,FLAP HOSHIMO CAMOTE JAPONÉS ASADO 200 G,Congelados,17,16
CO-FVL356-2826,NISSUI KURI KABOCHA 500 G,Congelados,25,24
CO-FVL356-5157,UNIFOODS TORORO 500 G,Congelados,13,13
CO-FVL356-7106,UNIFOODS CAMOTES REBANADOS 500 G,Congelados,12,11
CO-FVL356-7225,MIYAKO EDAMAME FRIJOL DE SOYA 400 G,Congelados,29,29
CO-FVL357-10365,OHIRA KIMUCHI TAKANA 140 G,Congelados,21,18
CO-FVL357-10366,OHIRA KARASHI TAKANA 140 G / 120 G,Congelados,18,16
CO-FVL357-10367,OHIRA GOHAN TAKANA 140 G,Congelados,23,21
CO-FVL357-10368,OHIRA KIZAMI TAKANADUKE 150 G,Congelados,29,23
CO-FVL360-12886,DEEP CHIKOO SLICES 340 G,Congelados,14,13
CO-FVL399-0171,DACHENG BEANCURD 3 KG,Otros,1,1
CO-FVL399-0172,DACHENG VEG BEANCURD TOFU 3 KG,Tofu,1,1
CO-FVL399-0173,DACHENG VEGAN FILETE DE PESCADO 1.2 KG,Bebidas,1,1
CO-FVL399-10679,MISUZU AJITSUKE KANPYO 1 KG,Congelados,60,54
CO-FVL399-11282,AKANEMARU KOSHIAN 450 G,Congelados,52,49
CO-FVL399-11283,AKANEMARU TSUBUAN 450 G,Congelados,44,43
CO-FVL399-11721,MARUHA NICHIROTONJIRU NO GU 270 G / 250 G,Congelados,15,14
CO-FVL399-12691,DACHENG VEGAN YAM FLOWER 3 KG,Otros,1,1
CO-FVL399-13551,NISSUI CROQUETAS CON CANGREJO 168 G,Congelados,46,45
CO-FVL399-13552,NISSUI CROQUETAS DE CREMA CON ELOTE 168 G,Congelados,42,39
CO-FVL399-6932,AKANEMARU KOSHIAN 1 KG,Congelados,9,7
CO-FVL399-6934,AKANEMARU TSUBUAN 1 KG,Congelados,12,11
CO-FVL399-8315,KANEMAN MURASE AJITSUKE MENMA 1 KG,Congelados,134,96
CO-FVL399-9798,DACHENG VEGAN LOTUS ALBONDIGA DE LOTO VEGANA 3 KG,Otros,1,1
CO-HYE449-12214,NISSUI DASHINO UMAMI MARUI TAKOYAKI OOTSUBU 15 PZAS 450 G,Harinas,87,83
CO-HYE449-12215,NISSUI DASHINO UMAMI TAKOYAKI 6 PZAS 193 G,Harinas,72,66
CO-MTP900-14268,IRO IRO MOCHI CREAM CARAMEL MACCHIATO IND,Dulces y Botanas,2,2
CO-MTP900-14269,IRO IRO MOCHI CREAM YOGURT ARANDANO IND.,Dulces y Botanas,2,2
CO-MTP900-14270,IRO IRO MOCHI CREAM PASTEL DE FRESA IND.,Dulces y Botanas,2,2
CO-MTP900-14271,IRO IRO MOCHI CREAM CAFÉ CON LECHE IND.,Dulces y Botanas,2,2
CO-MTP900-14272,IRO IRO MOCHI CREAM MATCHA UJIKINTOKI INDV.,Dulces y Botanas,2,2
CO-MTP900-14273,IRO IRO MOCHI CREAM DOBLE MANGO IND.,Dulces y Botanas,3,3
CO-MTP900-14274,IRO IRO MOCHI CREAM FLAN DE CARAMELO IND.,Dulces y Botanas,2,2
CO-PAN307-12882,DEEP TANDOORI NAAN 375 G,Congelados,23,22
CO-PAN307-12883,DEEP GARLIC NAAN 300 G,Congelados,13,13
CO-PAN307-12884,DEEP TANDOORI ROTI 290 G,Congelados,24,24
CO-PAN307-12885,DEEP WHOLE WHEAT PARATHA 400 G,Congelados,18,18
CO-PAN307-14017,CHIMEI GREEN ONION PANCAKES 600 GR,Congelados,58,54
CO-PAN308-14041,CHIMEI MINI MANTOU AZUCAR MORENA 240 GR,Congelados,48,48
CO-PAN308-14042,CHIMEI MALAI PAN DULCE 480 GR,Congelados,52,51
CO-PAN308-14043,CHIMEI BUN CREMA 325 GR,Congelados,64,60
CO-PDM450-12217,HACHIYO SUISAN AJITSUKE MEKABU 105 G,Congelados,36,32
CO-PDM450-12218,HACHIYO SUISAN KAMAYUDE MEKABU 105 G,Congelados,49,46
CO-PDM450-12219,HACHIYO SUISAN OSASHIMI WAKAME 120 G,Congelados,14,13
CO-PDM450-12443,HOUSHOKU AO-TOSAKA VERDE 500 GR,Otros,1,1
CO-PDM450-12444,HOUSHOKU AKA-TOSAKA ROJO 500 GR,Otros,1,1
CO-PDM450-12804,HACHIYO SUISAN ALGA MOZUKU YUZU 180 G,Congelados,45,42
CO-PDM450-12805,HACHIYO SUISAN ALGA MOZUKU LIMÓN 180 G,Congelados,38,36
CO-PDM450-12806,HACHIYO SUISAN ALGA MOZUKU CIRUELA 180 G,Congelados,40,38
CO-PDM450-13587,KOKKU WAKAME ALGA SAZONADA 100 G,Congelados,13,12
CO-PDM450-14014,HACHIYO SUISAN ALGA MOZUKU CON KIMUCHI 120 G,Congelados,21,21
CO-PDM450-14015,HACHIYO SUISAN ALGA MOZUKU CON VINAGRE DE ARROZ NEGRO 210 G,Congelados,18,17
CO-PDM450-14016,HACHIYO SUISAN ALGA MOZUKU CON VINAGRE AGRIDULCE 210 G,Congelados,22,20
CO-PDM450-14092,KANERYO KAISOU AJITSUKE MEKABU SABOR A CIRUELA 135 G,Congelados,14,14
CO-PDM450-14093,KANERYO KAISOU AGODASHI MEKABU 105 G,Congelados,17,17
CO-PDM450-14094,KANERYO KAISOU OKURA MEKABU 105 G,Congelados,25,24
CO-PDM452-13639,ICHIMASA JUMBO CRAB STICKS 240 G,Congelados,44,42
CO-PDM452-9155,LOUIS KEMP KANIKAMA DESMENUZADO 2.5 LB,Congelados,48,44
CO-PDM453-0949,TETSUJIN CHUKA IKA SANSAI ENSALADA DE CALAMAR 2 KG,Congelados,8,8
CO-PDM453-10042,TETSUJIN MONGO CHASEN 500 G/”M”(12-15),Congelados,21,19
CO-PDM453-12454,AZUMA IIDAKO KARA-AGE 1 KG,Congelados,6,5
CO-PDM453-12459,"AZUMA CALAMARI SALAD ""DELIGHT"" 1 KG",Congelados,1,1
CO-PDM453-12460,AZUMA CHUKA IIDAKO 'S' 1 KG,Congelados,1,1
CO-PDM453-12462,AZUMA TSUBU KIMCHEE 1 KG,Congelados,4,4
CO-PDM453-13027,AZUMA TAKO WASABI 1KG,Congelados,1,1
CO-PDM453-13028,OSTIÓN GRANDE CONGELADO KILO,Congelados,6,5
CO-PDM453-13635,OSTIÓN MEDIANO CONGELADO KILO,Congelados,2,2
CO-PDM453-13726,"TETSUJIN MONGO CHASEN 500 G ""S"" (16-18)",Congelados,44,37
CO-PDM453-1606,SM CAMARON FRIZADO SIN CABEZA 41/50,Congelados,5,4
CO-PDM453-1750,SOFT SHELL NACIONAL KG.,Congelados,47,42
CO-PDM454-11132,KOKKU HUEVA DE PESCADO TOBIKO NARANJA 100 G,Congelados,1,1
CO-PDM454-11590,TETSUJIN TOBIKO NEGRO 500 G,Congelados,7,7
CO-PDM454-11662,KANEFUKU MENTAI TUBE MILD 300 G,Congelados,18,18
CO-PDM454-2339,TETSUJIN TOBIKO WASABI 500 G,Congelados,5,4
CO-PDM454-2341,TETSUJIN TOBIKO ROJO 500 G,Congelados,6,6
CO-PDM454-3985,SITKA SOUND SEAFOODS IKURA 1 KG,Congelados,6,6
CO-PDM454-9728,KOKKU HUEVA DE PESCADO PROC (MASAGO) 1 KG,Congelados,993,834
CO-PDM454-9902,TRIDENT IKURA (C-1) 1 KG,Congelados,28,26
CO-PDM454-9903,TRIDENT IKURA (C-1A) 1 KG,Congelados,105,93
CO-PDM454-9939,KOKKU TOBIKO NARANJA 500 G,Congelados,109,103
CO-PDM454-9942,KOKKU TOBIKO ROJO 500 G,Congelados,110,99
CO-PDM454-9943,KOKKU TOBIKO WASABI 500 G,Congelados,2,2
CO-PDM454-9954,KOBE TOBIKO ORANGE 500 G,Congelados,5,5
CO-PDM456-0028,TETSUJIN ANAGO 41/45 - 46/50 - 51/55 - 56/60 KG,Congelados,4,4
CO-PDM456-0044,AQUACHILE SALMON ATLANTICO CRUDO FILETE (4-5 LB) KG,Congelados,281,240
CO-PDM456-12455,AZUMA OSUSHIYA NISHIN 909 GRS,Congelados,2,2
CO-PDM456-13111,AQUACHILE SALMON COHO CRUDO FILETE (2-3 LB) KG,Congelados,6,6
CO-PDM456-13112,AQUACHILE SALMON COHO CRUDO FILETE (3-4 LB) KG,Congelados,428,364
CO-PDM456-13636,SANMA ENTERO CONGELADO KILO,Congelados,9,9
CO-PDM456-13640,AQUACHILE SALMON COHO CRUDO AHUMADO ( 2-4 LB) KG,Congelados,2,2
CO-PDM456-13869,ABECHO SANMA REBANADO FLAMEADO 6 P 280 G,Congelados,25,24
CO-PDM456-13881,AQUACHILE SALMON COHO PORCION (8 OZ) KG,Congelados,197,173
CO-PDM456-14095,SENREI FILETE DE SANMA 10 PZAS,Bebidas,3,3
CO-PDM456-14634,AQUACHILE SALMON COHO CRUDO FILETE (4-5 LB) KG,Congelados,3,3
CO-PDM456-1701,AQUACHILE SALMON CRUDO PORCION (8 OZ) KG,Congelados,7,7
CO-PDM456-2438,AQUACHILE SALMON ATLANTICO CRUDO FILETE (2-3 LB) KG,Congelados,1,1
CO-PDM456-9348,SM / TRIDENT BACALAO NEGRO (BLACK COD 5-7 LB) KG,Congelados,1,1
CO-PDM456-9528,SM ATUN ALETA AZUL CHU-TORO KG,Congelados,1,1
CO-PDM458-10931,KOKKU SURIMI EN BARRA 1 KG,Congelados,1,1
CO-PDM458-13870,TAKAMASA FISH NUGGETS CON CEBOLLA 184 G,Congelados,20,18
CO-PDM458-13871,TAKAMASA FISH NUGGETS CON MAITAKE 184 G,Congelados,15,14
CO-PDM499-12458,AZUMA ANKIMO 220 GRS,Congelados,5,4
CO-PDM499-12586,ICHIMASA KAMABOKO ROJO 180 G,Congelados,121,104
CO-PDM499-13025,SM BARRITA DE SURIMI EMPANIZADO 1KG,Congelados,4,3
CO-PDM499-13641,ICHIMASA KAMABOKO BLANCO 180 G,Congelados,69,61
CO-PDM499-13642,ICHIMASA FRIED FISH CAKE 114 G,Congelados,56,53
CO-PDM499-14286,WILLCOM KAKI FRY 500 G (25G×20PZAS),Otros,3,3
CO-SFP602-10090,SUN NOODLE P. TONK-24S,Congelados,1,1
CO-SFP602-10435,SUN NOODLE P. TONK-22S 7.1 KG,Congelados,1,1
CO-SFP602-11593,SUN NOODLE IQF RAMEN 80 PZS 8 KG,Congelados,2,1
CO-SFP602-12571,SM FIDEO DE RAMEN DELGADO 120 G X 5 PZAS,Congelados,6,5
CO-SFP602-12572,SM FIDEO DE RAMEN GRUESO 150 G X 5 PZAS,Congelados,4,4
CO-SFP602-12573,SM FIDEO DE RAMEN VEGANO PERSONALIZADO TENTOTEN 110 G X 5 PZAS,Congelados,3,1
CO-SFP602-13513,SM FIDEO DE RAMEN VEGANO GENERAL USE 110 G X 5 PZAS,Congelados,2,2
CO-SFP602-3347,SUN NOODLE NAMA YAKISOBA #22 50 PZAS 8.52 KG,Congelados,48,40
CO-SFP602-5745,SUN NOODLE FIDEO FRESH RAMEN #18W 50 PZAS 7.085 KG,Congelados,22,20
CO-SFP603-13476,GYUKAKU FIDEO GRUESO UDON 198 G,Congelados,2,2
CO-SFP606-11784,MARUHA NICHIRO YOKOHAMA ANKAKE RAMEN 452 G,Congelados,24,21
CO-SFP606-11786,MARUHA NICHIRO KAISEN ANKAKE YAKISOBA 319 G,Congelados,30,28
CO-SFP606-11787,MARUHA NICHIRO GOMOKU ANKAKE YAKISOBA 346 G / 366 G,Congelados,30,27
CO-SFP606-13091,MARUHA NICHIRO ICHIGEN EBI MISO RAMEN 225 G,Congelados,4,4
CO-SFP606-13127,SUN NOODLE TONKOTSU RAMEN 2 PZAS 498 G N,Congelados,6,5
CO-SFP606-9789,SUN NOODLE SHOYU RAMEN 2 PZAS 355 G,Congelados,28,26
CO-SFP649-13882,LILAS PASTA KATAIFI 454 G,Congelados,19,18
CO-SFP649-5780,APOLLO PASTA KATAIFI 454 G,Congelados,121,102
CO-SYE558-12575,SM BASE DE SOPA KYOTO TONKOTSU 5 KG,Congelados,1,1
CO-SYE558-8327,KINJIRUSHI YUZU KOSHO 90 G,Congelados,8,6
CO-TQO748-10022,DACHENG PLANT BASED MONASCUS MEAT 3 KG,Otros,1,1
CO-TQO748-12248,DACHENG PLANT BASED THAI CHICKEN 3 KG,Otros,1,1
CO-TQO748-12250,DACHENG PLANT BASED CRISPY CHICKEN WITH PEPPER 3 KG,Otros,1,1
CO-TQO748-13231,DACHENG AROS DE CALAMAR A BASE DE PLANTAS 500 G,Otros,1,1
CO-TQO748-2002,DACHENG BOCADO DE POLLO A BASE DE PLANTAS 3 KG,Otros,1,1
CO-TQO748-2003,DACHENG PLANT BASED CHICKEN SOY ROLL 1 KG,Otros,1,1
CO-TQO748-2005,DACHENG PLANT BASED SOY ROLL 1 KG,Otros,1,1
CO-TQO748-6843,DACHENG PLANT BASED CHICKEN STEAK 3 KG,Otros,1,1
CO-TQO748-7253,DACHENG VEGAN HAM PASTE ROLL 1 KG,Bebidas,1,1
CO-TQO749-11284,KOZAWA OAGE 5 PIEZAS 125 G,Tofu,106,98
CO-TQO749-12556,MISUZU OINARISAN 16 PZAS 250 G,Tofu,56,54
CO-TQO749-13389,OK AJITSUKE SUSHI AGE CUADRADO 25 N 60 PZAS 660 G,Tofu,62,60
CO-TYE356-12888,DEEP PANKORA 283 G,Congelados,20,18
CO-TYE755-12873,DEEP COCKTAIL SAMOSA 2.1 KG,Congelados,11,11
CO-TYE755-12874,DEEP MASALA IDLI 255 G,Congelados,16,16
CO-TYE755-12876,DEEP MASALA DOSA 397 G,Congelados,12,12
CO-TYE755-12889,DEEP COCKTAIL CHANADAL SAMOSA 425 G,Congelados,17,17
CO-TYE755-12890,DEEP COCKTAIL POTATO SAMOSA 425 G,Congelados,27,26
CO-TYE755-13024,SM GYOZA DE SURIMI 1KG,Congelados,11,11
CO-TYE755-13171,BIBIGO MANDU KIMCHI 168G,Congelados,11,11
CO-TYE755-13172,BIBIGO MANDU JAPCHAE 168G,Congelados,9,9
CO-TYE755-13173,BIBIGO MANDU GREEN CHILLI 168G,Congelados,9,9
CO-TYE755-13282,SEÑOR YOSHI GYOZA DE CHAMPIÑON 500 G,Congelados,160,149
CO-TYE755-13283,SEÑOR YOSHI GYOZA DE CHAMPIÑON 1 KG,Congelados,139,126
CO-TYE755-13332,DAY-LEE PRIDE GYOZA DE POLLO 595 G,Congelados,250,219
CO-TYE755-13333,DAY-LEE PRIDE GYOZA DE CERDO 595 G,Congelados,211,188
CO-TYE755-13334,DAY-LEE PRIDE GYOZA DE VEGETALES 595 G,Congelados,179,164
CO-TYE755-13335,DAY-LEE PRIDE GYOZA DE POLLO Y SHITAKE 595 G,Congelados,185,157
CO-TYE799-12881,DEEP ALOO PARATHA 382 G,Congelados,19,18
CO-TYE799-13460,UNGERS PASTA FILLO 454 G,Congelados,2,2
OT-ACC003-0274,FUJI ADORNO DARUMA 11.25 CM. MOD DA-2,Accesorios,7,7
OT-ACC003-0275,FUJI ADORNO DARUMA 13.75 CM. MOD. DA-3,Accesorios,1,1
OT-ACC003-0276,FUJI ADORNO DARUMA 17.50 CM MOD. DA-5,Accesorios,5,5
OT-ACC003-10557,YAKUSHIGAMA ADORNO KABUTO NISHIKI 18.5 CM 5684,Otros,1,1
OT-ACC003-10561,KITAMURA COMETA V101-1,Otros,1,1
OT-ACC003-10562,KITAMURA COMETA V101-2,Accesorios,5,5
OT-ACC003-10563,KITAMURA COMETA V101-3,Accesorios,3,3
OT-ACC003-10564,KITAMURA COMETA V101-4,Accesorios,4,4
OT-ACC003-10565,KITAMURA COMETA V102-2,Accesorios,6,6
OT-ACC003-10566,KITAMURA COMETA V102-1,Otros,4,4
OT-ACC003-11040,NIHON PEARL ORNAMENTO HAPPI,Accesorios,2,2
OT-ACC003-11054,KINOSHITA ADORNO DE PAPEL PARA CELEBRAR AÑO NUEVO,Accesorios,3,3
OT-ACC003-6021,SAWANOTSURU KAZARIDARU 72 L 4 TODARU,Otros,1,1
OT-ACC003-7247,TAKASHIMIZU KAZARIDARU 72 L 4 TODARU,Otros,1,1
OT-ACC003-8547,TOYO GATITO DE LA SUERTE MANEKINEKO 30 CM.,Accesorios,6,6
OT-ACC004-10542,KYOWA POSTER DE TABLA DE MULTIPLICACION 297*420MM 62-591,Accesorios,9,8
OT-ACC004-10549,NIPPON PEARL HYAKUNIN ISSHU 78*52*38MM 134-NPAT-1-7,Accesorios,8,8
OT-ACC004-10550,NIPPON PEARL HANAFUDA 50*41*60 134-NPAT-002,Accesorios,8,8
OT-ACC004-13108,GUIA MEXICO BENRICHO VOL. 9 2025,Accesorios,4,4
OT-ACC005-10651,ZEBRA PLUMA SARASA FINA ROJO 0.5 MM 8862,Accesorios,1,1
OT-ACC005-10654,ZEBRA BOLIGRAFO STYLUS PRO NARANJA 7930-17,Accesorios,1,1
OT-ACC005-10658,ZEBRA MARCATEXTOS 2 PIEZAS 3205-26,Accesorios,1,1
OT-ACC005-10659,ZEBRA BOLIGRAFO KIZOKU ELITE AZUL 7938-41,Accesorios,2,2
OT-ACC005-10661,ZEBRA BOLIGRAFO METALICO BLANCO MINI CON ESTUCHE 7913-08,Accesorios,1,1
OT-ACC005-10663,ZEBRA BOLIGRAFO KIZOKU ELITE GRIS 7938-32,Accesorios,2,2
OT-ACC005-10664,ZEBRA BOLIGRAFO METALICO ARENA MINI CON ESTUCHE 7913-09,Accesorios,1,1
OT-ACC005-10670,ZEBRA BOLIGRAFO KIZOKU ELITE PLATA 7938-44,Accesorios,1,1
OT-ACC005-10672,ZEBRA PEGAMENTO LIQUIDO 2210-10,Accesorios,1,1
OT-ACC005-10674,ZEBRA BOLIGRAFO METALICO ROSA MINI CON ESTUCHE 7913-04,Accesorios,1,1
OT-ACC005-10675,ZEBRA MARCADORES SURTIDOS 15 PZAS 4018-67,Accesorios,2,2
OT-ACC005-10676,ZEBRA BOLIGRAFO METALICO AZUL MINI CON ESTUCHE 7913-02,Accesorios,1,1
OT-ACC005-10681,ZEBRA BOLIGRAFO METALICO NEGRO MINI CON ESTUCHE 7913-00,Accesorios,1,1
OT-ACC005-10694,PILOT BOLIGRAFO DE 3 TINTAS TRANSPARENTE 19006,Accesorios,7,7
OT-ACC005-10695,PILOT BOLIGRAFO DE 3 TINTAS BARRIL NEGRO 19007,Accesorios,6,6
OT-ACC005-10696,PILOT BOLIGRAFO DE 3 TINTAS BARRIL AZUL MARINO 19008,Accesorios,5,5
OT-ACC005-10697,PILOT BOLIGRAFO DE 3 TINTAS BARRIL ROSA 19009,Accesorios,3,3
OT-ACC005-10698,PILOT BOLIGRAFO DE 3 TINTAS BARRIL VERDE 19011,Accesorios,4,4
OT-ACC005-10699,PILOT BOLIGRAFO DE TINTA NEGRA 0.5 MM BORRABLE 19100,Accesorios,5,4
OT-ACC005-10700,PILOT BOLIGRAFO DE TINTA AZUL 0.5 MM BORRABLE 19101,Accesorios,6,5
OT-ACC005-10701,PILOT BOLIGRAFO DE TINTA ROJO 0.5 MM BORRABLE 19102,Accesorios,7,7
OT-ACC005-10704,PILOT BOLIGRAFO DE TINTA NEGRA 0.7 MM BORRABLE 31450,Accesorios,7,7
OT-ACC005-10705,PILOT BOLIGRAFO DE TINTA AZUL 0.7 MM BORRABLE 31451,Accesorios,5,4
OT-ACC005-10706,PILOT BOLIGRAFO DE TINTA ROJA 0.7 MM BORRABLE 31452,Accesorios,4,4
OT-ACC005-10707,PILOT BOLIGRAFO DE TINTA VERDE 0.7 MM BORRABLE 31453,Accesorios,7,7
OT-ACC005-10708,PILOT BOLIGRAFO DE TINTA ROSA 0.7 MM BORRABLE 31454,Accesorios,4,4
OT-ACC005-10720,PILOT BOLIGRAFO DE TINTA MORADA 0.7 MM BORRABLE 31455,Accesorios,5,5
OT-ACC005-10721,PILOT BOLIGRAFO DE TINTA NEGRA BORRABLE 31550,Accesorios,6,6
OT-ACC005-10722,PILOT BOLIGRAFO DE TINTA AZUL BORRABLE 31551,Accesorios,3,3
OT-ACC005-10723,PILOT BOLIGRAFO DE TINTA NEGRA 0.5 MM BORRABLE 31573,Accesorios,6,6
OT-ACC005-10724,PILOT BOLIGRAFO DE TINTA AZUL 0.5 MM BORRABLE 31574,Accesorios,6,6
OT-ACC005-10725,PILOT BOLIGRAFO DE TINTA ROJA 0.5 MM BORRABLE 31575,Accesorios,4,4
OT-ACC005-10729,PILOT MARCATEXTOS DE TINTA AMARILLA BORRABLE 46502,Accesorios,8,8
OT-ACC005-10751,PILOT BOLIGRAFO BORRABLE TINTA CAFÉ 11047,Accesorios,3,3
OT-ACC005-10752,PILOT BOLIGRAFO BORRABLE TINTA LAVANDA 11055,Accesorios,4,4
OT-ACC005-10753,PILOT BOLIGRAFO BORRABLE TINTA LIMA 11058,Accesorios,3,3
OT-ACC005-10754,PILOT BOLIGRAFO BORRABLE TINTA ROSA 11061,Accesorios,8,7
