codigo,piezas_por_caja,usado_en_portal
SE-SAL502-7159,12,SI
SE-SAL502-7243,6,SI
SE-SAL502-7664,12,NO
SE-SAL502-7784,12,NO
SE-SAL502-8456,12,NO
SE-SAL502-9334,24,NO
SE-SAL502-9540,15,SI
SE-SAL502-9865,4,SI
SE-SAL503-0073,20,NO
SE-SAL503-0075,30,NO
SE-SAL503-0076,20,NO
SE-SAL503-0077,20,NO
SE-SAL503-0078,20,NO
SE-SAL503-0083,30,NO
SE-SAL503-0084,6,NO
SE-SAL503-0085,30,NO
SE-SAL503-0086,20,NO
SE-SAL503-0087,6,NO
SE-SAL503-0221,12,SI
SE-SAL503-0222,12,SI
SE-SAL503-0226,12,NO
SE-SAL503-0227,12,SI
SE-SAL503-0228,12,SI
SE-SAL503-0229,6,NO
SE-SAL503-0230,8,NO
SE-SAL503-0617,6,NO
SE-SAL503-0711,6,SI
SE-SAL503-0712,20,NO
SE-SAL503-0714,30,NO
SE-SAL503-0777,9,NO
SE-SAL503-0779,12,NO
SE-SAL503-0790,12,SI
SE-SAL503-0798,12,NO
SE-SAL503-0802,12,SI
SE-SAL503-0803,6,SI
SE-SAL503-10130,12,SI
SE-SAL503-10131,12,SI
SE-SAL503-10132,12,SI
SE-SAL503-10623,6,NO
SE-SAL503-1074,12,NO
SE-SAL503-1075,12,SI
SE-SAL503-1077,12,NO
SE-SAL503-1083,6,NO
SE-SAL503-10895,4,SI
SE-SAL503-1128,6,SI
SE-SAL503-12045,6,SI
SE-SAL503-12085,48,SI
SE-SAL503-12112,30,SI
SE-SAL503-12113,30,SI
SE-SAL503-12114,30,SI
SE-SAL503-12115,6,SI
SE-SAL503-12116,6,NO
SE-SAL503-12117,6,SI
SE-SAL503-12142,6,SI
SE-SAL503-12143,20,SI
SE-SAL503-12144,20,SI
SE-SAL503-12520,20,SI
SE-SAL503-13050,6,SI
SE-SAL503-13051,6,SI
SE-SAL503-13090,8,SI
SE-SAL503-13188,6,SI
SE-SAL503-13415,6,SI
SE-SAL503-13451,30,SI
SE-SAL503-13586,6,SI
SE-SAL503-14417,6,SI
SE-SAL503-14418,6,SI
SE-SAL503-14419,6,SI
SE-SAL503-14421,12,SI
SE-SAL503-14422,12,SI
SE-SAL503-1933,16,NO
SE-SAL503-1934,16,SI
SE-SAL503-1935,15,SI
SE-SAL503-2084,12,NO
SE-SAL503-2270,6,SI
SE-SAL503-2271,6,SI
SE-SAL503-2908,4,SI
SE-SAL503-3447,6,SI
SE-SAL503-3541,12,SI
SE-SAL503-3657,6,SI
SE-SAL503-3784,6,NO
SE-SAL503-4154,6,NO
SE-SAL503-4215,12,SI
SE-SAL503-4216,12,SI
SE-SAL503-4795,20,NO
SE-SAL503-4796,20,NO
SE-SAL503-4797,20,NO
SE-SAL503-4801,40,SI
SE-SAL503-4802,6,NO
SE-SAL503-5167,16,NO
SE-SAL503-5290,48,NO
SE-SAL503-5380,4,NO
SE-SAL503-5518,12,NO
SE-SAL503-6106,24,NO
SE-SAL503-6755,12,SI
SE-SAL503-6870,12,SI
SE-SAL503-7077,6,NO
SE-SAL503-7968,12,NO
SE-SAL503-8584,12,SI
SE-SAL503-8587,12,SI
SE-SAL503-8684,12,SI
SE-SAL503-9689,12,SI
SE-SAL503-9690,12,SI
SE-SAL503-9729,6,SI
SE-SAL503-9894,20,NO
SE-SAL503-9920,6,NO
SE-SAL503-9921,6,NO
SE-SAL504-0002,12,SI
SE-SAL504-0130,6,SI
SE-SAL504-0155,24,SI
SE-SAL504-0908,12,SI
SE-SAL504-0940,24,SI
SE-SAL504-0941,12,SI
SE-SAL504-0942,3,SI
SE-SAL504-10293,12,SI
SE-SAL504-10414,36,SI
SE-SAL504-10415,12,SI
SE-SAL504-10426,36,SI
SE-SAL504-10427,24,SI
SE-SAL504-10428,12,SI
SE-SAL504-11609,24,NO
SE-SAL504-11628,4,SI
SE-SAL504-11629,24,SI
SE-SAL504-11630,12,SI
SE-SAL504-11899,24,SI
SE-SAL504-11901,24,SI
SE-SAL504-1316,12,SI
SE-SAL504-13301,24,SI
SE-SAL504-13569,12,NO
SE-SAL504-13570,24,NO
SE-SAL504-13571,12,NO
SE-SAL504-13572,24,NO
SE-SAL504-13573,12,NO
SE-SAL504-13574,12,NO
SE-SAL504-13575,12,NO
SE-SAL504-13576,24,NO
SE-SAL504-13577,12,NO
SE-SAL504-13578,24,NO
SE-SAL504-13579,12,NO
SE-SAL504-13580,12,NO
SE-SAL504-13582,12,NO
SE-SAL504-13583,12,NO
SE-SAL504-13584,12,NO
SE-SAL504-13585,24,NO
SE-SAL504-1861,12,SI
SE-SAL504-2849,12,NO
SE-SAL504-2887,4,NO
SE-SAL504-3484,24,SI
SE-SAL504-4146,12,SI
SE-SAL504-4640,12,SI
SE-SAL504-6135,12,SI
SE-SAL504-7787,12,SI
SE-SAL505-0549,12,SI
SE-SAL505-0550,24,SI
SE-SAL505-0552,3,SI
SE-SAL505-0553,24,SI
SE-SAL505-10746,12,SI
SE-SAL505-10747,4,SI
SE-SAL505-1399,12,SI
SE-SAL505-2008,3,SI
SE-SAL549-0560,60,SI
SE-SAL549-0789,12,SI
SE-SAL549-0799,6,NO
SE-SAL549-0800,12,SI
SE-SAL549-0860,5,SI
SE-SAL549-0861,5,SI
SE-SAL549-10292,60,SI
SE-SAL549-1036,3,NO
SE-SAL549-10429,48,NO
SE-SAL549-10614,2,NO
SE-SAL549-10618,10,NO
SE-SAL549-10744,12,SI
SE-SAL549-10745,4,SI
SE-SAL549-10988,40,SI
SE-SAL549-11091,40,SI
SE-SAL549-11112,12,SI
SE-SAL549-11131,40,SI
SE-SAL549-11148,6,NO
SE-SAL549-11490,12,NO
SE-SAL549-11491,3,SI
SE-SAL549-11600,14,NO
SE-SAL549-11610,24,SI
SE-SAL549-11611,12,SI
SE-SAL549-11778,12,SI
SE-SAL549-12891,12,NO
SE-SAL549-12892,12,NO
SE-SAL549-12893,12,NO
SE-SAL549-12894,12,NO
SE-SAL549-12895,12,NO
SE-SAL549-13047,12,SI
SE-SAL549-13048,12,SI
SE-SAL549-13049,12,SI
SE-SAL549-13485,8,SI
SE-SAL549-13494,4,SI
SE-SAL549-13581,6,NO
SE-SAL549-13735,72,SI
SE-SAL549-13736,72,SI
SE-SAL549-13737,72,SI
SE-SAL549-13738,72,SI
SE-SAL549-14044,20,SI
SE-SAL549-14045,20,SI
SE-SAL549-14096,12,SI
SE-SAL549-14097,6,SI
SE-SAL549-14098,12,NO
SE-SAL549-14099,6,NO
SE-SAL549-14246,12,SI
SE-SAL549-14277,12,SI
SE-SAL549-1769,12,SI
SE-SAL549-1770,12,SI
SE-SAL549-3005,12,NO
SE-SAL549-4449,4,NO
SE-SAL549-4450,4,NO
SE-SAL549-4792,4,NO
SE-SAL549-4793,4,NO
SE-SAL549-5254,24,NO
SE-SAL549-5491,40,SI
SE-SAL549-5492,40,NO
SE-SAL549-5495,30,SI
SE-SAL549-5677,6,NO
SE-SAL549-6039,12,NO
SE-SAL549-6160,6,NO
SE-SAL549-6330,12,NO
SE-SAL549-6331,12,NO
SE-SAL549-6332,12,NO
SE-SAL549-6333,12,NO
SE-SAL549-6334,12,NO
SE-SAL549-6723,36,SI
SE-SAL549-6725,36,SI
SE-SAL549-6734,36,NO
SE-SAL549-7251,6,NO
SE-SAL549-7674,40,NO
SE-SAL549-7675,40,NO
SE-SAL549-8063,6,SI
SE-SAL549-8433,48,NO
SE-SAL549-8434,8,NO
SE-SAL549-8436,48,SI
SE-SAL549-8437,48,SI
SE-SAL549-8440,24,SI
SE-SAL549-8441,48,SI
SE-SAL549-9241,24,NO
SE-SAL549-9242,24,NO
SE-SAL549-9243,24,NO
SE-SAL549-9244,24,NO
SE-SAL549-9762,4,SI
SE-SAL549-9763,6,SI
SE-SAL549-9765,4,SI
SE-SAL549-9853,6,NO
SE-SAL558-3714,6,NO
SE-SAL558-9682,6,NO
SE-SFP303-8715,10,SI
SE-SFP303-8716,10,SI
SE-SFP400-11961,30,SI
SE-SFP400-11962,30,SI
SE-SFP400-11963,30,SI
SE-SFP400-11964,30,SI
SE-SFP600-0162,50,NO
SE-SFP600-0195,48,NO
SE-SFP600-0196,50,NO
SE-SFP600-0246,30,SI
SE-SFP600-0247,30,SI
SE-SFP600-0623,10,NO
SE-SFP600-10035,30,NO
SE-SFP600-10051,30,NO
SE-SFP600-10864,50,SI
SE-SFP600-11627,30,SI
SE-SFP600-1358,8,SI
SE-SFP600-1360,8,SI
SE-SFP600-5426,20,SI
SE-SFP600-8272,48,SI
SE-SFP600-8278,24,NO
SE-SFP600-8496,20,SI
SE-SFP600-8788,20,SI
SE-SFP601-0145,48,SI
SE-SFP601-0209,12,SI
SE-SFP601-10125,30,NO
SE-SFP601-10126,30,SI
SE-SFP601-10127,30,SI
SE-SFP601-10459,30,NO
SE-SFP601-10591,30,NO
SE-SFP601-11105,30,SI
SE-SFP601-11106,30,SI
SE-SFP601-11107,30,SI
SE-SFP601-11108,30,SI
SE-SFP601-13623,12,SI
SE-SFP601-1389,60,SI
SE-SFP601-1805,30,NO
SE-SFP601-1806,30,NO
SE-SFP601-1807,30,NO
SE-SFP601-1808,30,SI
SE-SFP601-6782,30,SI
SE-SFP601-6860,30,SI
SE-SFP601-7693,30,NO
SE-SFP601-8090,30,SI
SE-SFP601-9675,60,SI
SE-SFP602-0027,20,NO
SE-SFP602-0738,20,NO
SE-SFP602-0739,30,NO
SE-SFP602-10442,48,NO
SE-SFP602-10443,48,NO
SE-SFP602-10444,48,NO
SE-SFP602-10445,48,NO
SE-SFP602-10446,48,NO
SE-SFP602-10447,40,NO
SE-SFP602-10448,36,NO
SE-SFP602-11212,20,SI
SE-SFP602-11777,50,NO
SE-SFP602-13399,100,SI
SE-SFP602-13400,100,SI
SE-SFP602-13401,100,SI
SE-SFP602-13402,100,SI
SE-SFP602-13403,100,SI
SE-SFP602-13732,30,SI
SE-SFP602-13994,10,SI
SE-SFP602-13995,10,SI
SE-SFP602-1424,20,SI
SE-SFP602-1426,20,SI
SE-SFP602-1492,24,NO
SE-SFP602-1864,24,SI
SE-SFP602-1866,24,SI
SE-SFP602-1867,24,SI
SE-SFP602-2060,20,NO
SE-SFP602-2616,30,SI
SE-SFP602-4070,96,NO
SE-SFP602-4071,96,NO
SE-SFP602-4072,96,NO
SE-SFP602-4075,96,NO
SE-SFP602-4076,96,NO
SE-SFP602-4387,20,SI
SE-SFP602-4659,30,SI
SE-SFP602-4661,80,NO
SE-SFP602-5429,24,SI
SE-SFP602-7612,12,SI
SE-SFP602-7708,30,NO
SE-SFP602-8094,30,SI
SE-SFP603-0136,30,SI
SE-SFP603-0137,30,SI
SE-SFP603-0138,30,SI
SE-SFP603-0139,30,SI
SE-SFP603-11209,20,SI
SE-SFP603-11210,20,SI
SE-SFP603-11211,20,SI
SE-SFP603-11213,12,SI
SE-SFP603-11214,6,SI
SE-SFP603-11275,12,NO
SE-SFP603-1178,30,NO
SE-SFP603-13158,60,NO
SE-SFP603-13397,10,SI
SE-SFP603-13469,20,SI
SE-SFP603-13470,20,SI
SE-SFP603-13471,20,SI
SE-SFP603-13544,16,SI
SE-SFP603-1425,20,SI
SE-SFP603-1427,20,SI
SE-SFP603-4073,96,NO
SE-SFP603-4074,96,NO
SE-SFP603-7619,30,NO
SE-SFP603-7620,18,SI
SE-SFP603-7621,18,SI
SE-SFP603-9594,20,SI
SE-SFP604-0146,48,SI
SE-SFP604-0210,12,SI
SE-SFP604-0541,50,SI
SE-SFP604-11559,50,SI
SE-SFP604-12435,30,SI
SE-SFP604-2007,50,SI
SE-SFP604-5309,50,SI
SE-SFP605-8047,144,NO
SE-SFP605-8049,144,NO
SE-SFP606-0475,6,NO
SE-SFP606-0476,24,NO
SE-SFP606-0477,24,NO
SE-SFP606-0505,12,NO
SE-SFP606-0506,12,NO
SE-SFP606-0507,12,NO
SE-SFP606-0630,18,NO
SE-SFP606-0633,18,NO
SE-SFP606-0952,12,SI
SE-SFP606-0958,12,SI
SE-SFP606-0995,30,NO
SE-SFP606-0999,12,NO
SE-SFP606-1000,12,NO
SE-SFP606-10034,24,SI
SE-SFP606-10072,10,SI
SE-SFP606-10073,10,SI
SE-SFP606-10315,6,SI
SE-SFP606-1034,12,SI
SE-SFP606-1035,12,SI
SE-SFP606-10381,24,SI
SE-SFP606-10383,24,SI
SE-SFP606-10496,12,NO
SE-SFP606-1058,24,NO
SE-SFP606-1059,24,NO
SE-SFP606-10624,12,NO
SE-SFP606-10773,90,SI
SE-SFP606-10774,90,SI
SE-SFP606-10775,90,SI
SE-SFP606-10776,12,NO
SE-SFP606-10777,12,NO
SE-SFP606-10778,12,NO
SE-SFP606-10779,12,NO
SE-SFP606-10780,12,NO
SE-SFP606-10781,12,NO
SE-SFP606-10782,12,SI
SE-SFP606-10800,40,NO
SE-SFP606-10801,40,NO
SE-SFP606-10802,40,NO
SE-SFP606-10803,40,NO
SE-SFP606-10804,20,SI
SE-SFP606-10987,12,SI
SE-SFP606-1105,10,SI
SE-SFP606-11067,60,SI
SE-SFP606-11068,60,SI
SE-SFP606-11077,30,SI
SE-SFP606-11139,40,SI
SE-SFP606-11299,40,NO
SE-SFP606-11311,30,SI
SE-SFP606-11312,30,SI
SE-SFP606-11313,30,SI
SE-SFP606-11314,30,SI
SE-SFP606-11315,30,SI
SE-SFP606-11316,30,SI
SE-SFP606-11317,30,SI
SE-SFP606-11318,16,SI
SE-SFP606-11319,16,SI
SE-SFP606-11320,16,SI
SE-SFP606-11321,16,SI
SE-SFP606-1135,18,NO
SE-SFP606-11351,10,SI
SE-SFP606-11352,10,SI
SE-SFP606-11353,10,SI
SE-SFP606-11354,10,SI
SE-SFP606-11355,10,SI
SE-SFP606-11356,10,SI
SE-SFP606-11357,12,SI
SE-SFP606-1136,18,NO
SE-SFP606-11366,20,NO
SE-SFP606-1137,24,NO
SE-SFP606-1138,24,NO
SE-SFP606-1139,24,NO
SE-SFP606-1140,24,NO
SE-SFP606-11476,40,NO
SE-SFP606-11477,40,NO
SE-SFP606-11478,40,NO
SE-SFP606-11479,40,NO
SE-SFP606-1149,30,NO
SE-SFP606-1150,30,SI
SE-SFP606-1151,30,SI
SE-SFP606-1152,30,NO
SE-SFP606-1153,30,NO
SE-SFP606-1154,30,NO
SE-SFP606-1163,40,SI
SE-SFP606-1164,120,SI
SE-SFP606-11692,20,SI
SE-SFP606-11693,20,SI
SE-SFP606-11694,20,SI
SE-SFP606-11695,20,SI
SE-SFP606-11730,12,SI
SE-SFP606-11731,12,SI
SE-SFP606-11733,12,SI
SE-SFP606-11734,12,SI
SE-SFP606-11753,24,NO
SE-SFP606-11796,12,SI
SE-SFP606-11797,6,SI
SE-SFP606-11798,6,SI
SE-SFP606-11800,20,SI
SE-SFP606-11801,20,SI
SE-SFP606-11802,16,SI
SE-SFP606-11803,16,SI
SE-SFP606-11804,20,SI
SE-SFP606-11805,20,SI
SE-SFP606-11816,10,SI
SE-SFP606-11817,16,SI
SE-SFP606-11818,6,NO
SE-SFP606-11819,6,SI
SE-SFP606-11820,6,NO
SE-SFP606-11847,12,SI
SE-SFP606-11849,16,NO
SE-SFP606-11850,16,SI
SE-SFP606-11851,16,SI
SE-SFP606-11852,16,SI
SE-SFP606-11853,16,SI
SE-SFP606-11854,16,NO
SE-SFP606-11855,16,SI
SE-SFP606-11856,6,SI
SE-SFP606-11941,12,SI
SE-SFP606-11942,12,SI
SE-SFP606-11943,12,SI
SE-SFP606-11944,12,SI
SE-SFP606-11946,12,SI
SE-SFP606-11947,12,SI
SE-SFP606-11948,12,NO
SE-SFP606-11990,30,SI
SE-SFP606-11991,30,SI
SE-SFP606-11992,30,SI
SE-SFP606-12027,30,SI
SE-SFP606-12028,30,SI
SE-SFP606-12029,30,SI
SE-SFP606-12030,24,NO
SE-SFP606-12031,30,SI
SE-SFP606-12032,30,SI
SE-SFP606-12100,50,SI
SE-SFP606-12120,6,SI
SE-SFP606-12134,16,SI
SE-SFP606-12135,6,SI
SE-SFP606-12138,16,SI
SE-SFP606-12139,80,SI
SE-SFP606-1216,18,NO
SE-SFP606-1221,18,NO
SE-SFP606-1222,18,NO
SE-SFP606-1223,18,NO
SE-SFP606-1224,18,NO
SE-SFP606-12258,18,SI
SE-SFP606-1231,18,NO
SE-SFP606-12446,12,SI
SE-SFP606-12477,12,NO
SE-SFP606-12478,12,NO
SE-SFP606-12479,12,NO
SE-SFP606-12480,12,NO
SE-SFP606-12481,12,NO
SE-SFP606-12482,12,NO
SE-SFP606-12483,12,NO
SE-SFP606-12484,12,NO
SE-SFP606-12485,12,NO
SE-SFP606-12486,12,NO
SE-SFP606-12487,12,NO
SE-SFP606-12491,12,NO
SE-SFP606-12492,6,NO
SE-SFP606-12493,6,NO
SE-SFP606-12494,6,NO
SE-SFP606-12495,6,NO
SE-SFP606-1250,16,SI
SE-SFP606-1251,6,SI
SE-SFP606-1253,16,NO
SE-SFP606-12565,12,SI
SE-SFP606-12566,12,SI
SE-SFP606-1257,12,NO
SE-SFP606-1258,10,SI
SE-SFP606-1259,32,NO
SE-SFP606-1262,12,NO
SE-SFP606-1263,12,NO
SE-SFP606-12632,12,NO
SE-SFP606-12633,12,NO
SE-SFP606-12644,40,SI
SE-SFP606-12645,40,SI
SE-SFP606-12646,40,SI
SE-SFP606-12647,40,SI
SE-SFP606-12648,40,SI
SE-SFP606-12649,40,SI
SE-SFP606-12650,40,SI
SE-SFP606-12694,81,SI
SE-SFP606-12695,81,SI
SE-SFP606-12696,81,SI
SE-SFP606-12697,81,SI
SE-SFP606-12698,81,SI
SE-SFP606-12773,12,SI
SE-SFP606-12774,12,SI
SE-SFP606-12775,12,NO
SE-SFP606-12776,12,NO
SE-SFP606-12777,12,NO
SE-SFP606-12778,12,NO
SE-SFP606-12779,12,NO
SE-SFP606-12780,12,NO
SE-SFP606-12814,12,SI
SE-SFP606-12815,36,SI
SE-SFP606-12816,36,SI
SE-SFP606-12817,36,SI
SE-SFP606-12818,24,SI
SE-SFP606-12819,24,SI
SE-SFP606-12842,20,SI
SE-SFP606-12857,12,SI
SE-SFP606-12858,12,NO
SE-SFP606-12859,12,NO
SE-SFP606-12972,30,SI
SE-SFP606-12973,30,SI
SE-SFP606-1301,20,SI
SE-SFP606-13014,12,SI
SE-SFP606-1302,16,SI
SE-SFP606-1304,20,SI
SE-SFP606-13043,16,SI
SE-SFP606-13044,32,SI
SE-SFP606-13235,18,NO
SE-SFP606-13236,18,NO
SE-SFP606-13276,30,SI
SE-SFP606-13338,16,SI
SE-SFP606-13420,16,SI
SE-SFP606-13421,32,NO
SE-SFP606-13502,40,SI
SE-SFP606-13503,40,SI
SE-SFP606-13504,40,SI
SE-SFP606-13524,12,SI
SE-SFP606-13528,20,SI
SE-SFP606-13529,20,SI
SE-SFP606-13530,20,SI
SE-SFP606-13531,20,SI
SE-SFP606-13557,24,SI
SE-SFP606-13643,32,SI
SE-SFP606-13644,32,SI
SE-SFP606-13645,32,SI
SE-SFP606-13646,6,SI
SE-SFP606-13647,6,SI
SE-SFP606-13648,6,SI
SE-SFP606-13667,80,SI
SE-SFP606-13669,80,SI
SE-SFP606-13699,16,SI
SE-SFP606-13700,24,SI
SE-SFP606-13701,16,SI
SE-SFP606-13702,24,SI
SE-SFP606-13828,81,SI
SE-SFP606-13841,12,SI
SE-SFP606-13842,12,SI
SE-SFP606-13843,12,SI
SE-SFP606-13863,12,SI
SE-SFP606-13946,32,SI
SE-SFP606-13947,6,SI
SE-SFP606-13948,32,SI
SE-SFP606-13949,6,SI
SE-SFP606-13950,32,SI
SE-SFP606-13951,6,SI
SE-SFP606-13952,32,SI
SE-SFP606-13953,6,SI
SE-SFP606-13986,20,SI
SE-SFP606-13987,20,SI
SE-SFP606-13988,20,SI
SE-SFP606-13989,20,SI
SE-SFP606-13990,20,SI
SE-SFP606-14051,12,SI
SE-SFP606-14052,6,SI
SE-SFP606-14053,6,SI
SE-SFP606-14054,6,SI
SE-SFP606-14055,16,SI
SE-SFP606-14056,16,SI
SE-SFP606-14057,16,SI
SE-SFP606-14079,30,SI
SE-SFP606-14220,16,SI
SE-SFP606-14304,6,NO
SE-SFP606-14305,20,SI
SE-SFP606-1433,24,NO
SE-SFP606-14338,25,NO
SE-SFP606-1434,24,SI
SE-SFP606-14344,16,NO
SE-SFP606-1435,24,NO
SE-SFP606-1436,24,NO
SE-SFP606-1437,24,NO
SE-SFP606-1438,24,SI
SE-SFP606-1439,24,NO
SE-SFP606-1440,18,NO
SE-SFP606-1441,18,NO
SE-SFP606-14423,12,SI
SE-SFP606-14424,12,SI
SE-SFP606-14425,32,NO
SE-SFP606-14672,12,NO
SE-SFP606-14673,12,NO
SE-SFP606-14674,12,NO
SE-SFP606-14675,12,NO
SE-SFP606-14676,12,NO
SE-SFP606-14677,12,NO
SE-SFP606-1500,12,NO
SE-SFP606-1531,12,NO
SE-SFP606-1537,18,NO
SE-SFP606-1538,18,NO
SE-SFP606-1539,18,NO
SE-SFP606-1540,18,NO
SE-SFP606-1566,12,NO
SE-SFP606-1976,24,NO
SE-SFP606-2298,30,SI
SE-SFP606-2299,30,SI
SE-SFP606-2302,15,SI
SE-SFP606-2308,10,SI
SE-SFP606-2309,10,SI
SE-SFP606-2310,10,SI
SE-SFP606-2311,40,SI
SE-SFP606-3572,24,SI
SE-SFP606-3573,24,SI
SE-SFP606-3835,10,SI
SE-SFP606-3849,12,SI
SE-SFP606-3850,60,SI
SE-SFP606-3851,12,SI
SE-SFP606-3853,60,SI
SE-SFP606-3980,10,SI
SE-SFP606-4105,12,SI
SE-SFP606-4107,12,SI
SE-SFP606-4386,12,SI
SE-SFP606-4525,24,NO
SE-SFP606-4763,120,NO
SE-SFP606-4791,24,SI
SE-SFP606-5346,12,SI
SE-SFP606-5347,12,NO
SE-SFP606-5352,12,SI
SE-SFP606-5486,32,SI
SE-SFP606-5490,20,SI
SE-SFP606-6097,20,SI
SE-SFP606-6134,30,SI
SE-SFP606-6299,30,SI
SE-SFP606-6342,60,NO
SE-SFP606-6344,60,NO
SE-SFP606-6390,12,NO
SE-SFP606-6422,12,NO
SE-SFP606-6697,10,SI
SE-SFP606-6716,80,SI
SE-SFP606-6717,80,NO
SE-SFP606-6718,80,NO
SE-SFP606-6719,48,SI
SE-SFP606-6756,12,NO
SE-SFP606-6758,12,SI
SE-SFP606-6759,12,SI
SE-SFP606-6817,48,NO
SE-SFP606-6853,180,SI
SE-SFP606-6909,10,NO
SE-SFP606-7122,20,SI
SE-SFP606-7132,12,NO
SE-SFP606-7149,6,SI
SE-SFP606-7151,20,SI
SE-SFP606-7228,12,SI
SE-SFP606-7229,12,NO
SE-SFP606-7235,6,SI
SE-SFP606-7236,6,SI
SE-SFP606-7605,12,NO
SE-SFP606-7606,12,NO
SE-SFP606-7607,20,NO
SE-SFP606-7611,18,SI
SE-SFP606-7613,20,NO
SE-SFP606-7614,20,NO
SE-SFP606-7617,18,SI
SE-SFP606-7759,40,NO
SE-SFP606-7912,12,SI
SE-SFP606-7913,12,SI
SE-SFP606-7914,12,NO
SE-SFP606-7915,12,NO
SE-SFP606-8018,20,SI
SE-SFP606-8274,6,NO
SE-SFP606-8275,6,NO
SE-SFP606-8276,6,NO
SE-SFP606-8277,6,NO
SE-SFP606-8421,12,SI
SE-SFP606-8423,6,SI
SE-SFP606-8492,12,NO
SE-SFP606-8534,12,SI
SE-SFP606-8543,40,NO
SE-SFP606-8544,16,NO
SE-SFP606-8545,16,SI
SE-SFP606-8567,6,SI
SE-SFP606-8568,6,SI
SE-SFP606-8569,6,SI
SE-SFP606-8615,30,NO
SE-SFP606-8616,45,NO
SE-SFP606-8617,45,NO
SE-SFP606-8641,40,NO
SE-SFP606-8643,12,NO
SE-SFP606-8738,12,NO
SE-SFP606-8739,12,NO
SE-SFP606-8740,12,NO
SE-SFP606-8786,12,NO
SE-SFP606-9158,12,NO
SE-SFP606-9250,30,NO
SE-SFP606-9251,30,NO
SE-SFP606-9252,6,NO
SE-SFP606-9253,30,NO
SE-SFP606-9270,20,NO
SE-SFP606-9569,6,NO
SE-SFP606-9570,6,NO
SE-SFP606-9571,18,NO
SE-SFP606-9572,18,NO
SE-SFP606-9576,6,SI
SE-SFP606-9577,6,SI
SE-SFP606-9591,12,SI
SE-SFP606-9595,12,SI
SE-SFP606-9596,12,SI
SE-SFP606-9700,12,NO
SE-SFP606-9754,12,SI
SE-SFP606-9760,12,NO
SE-SFP606-9771,24,NO
SE-SFP606-9812,20,SI
SE-SFP606-9838,80,SI
SE-SFP606-9839,80,SI
SE-SFP606-9840,80,SI
SE-SFP606-9841,80,SI
SE-SFP606-9861,40,NO
SE-SFP606-9862,20,NO
SE-SFP606-9863,40,NO
SE-SFP606-9938,12,NO
SE-SFP606-9967,40,NO
SE-SFP606-9970,40,SI
SE-SFP606-9971,40,NO
SE-SFP649-0035,44,SI
SE-SFP649-0945,80,SI
SE-SFP649-0962,12,NO
SE-SFP649-11848,12,SI
SE-SFP649-5375,6,SI
SE-SFP649-6298,12,SI
SE-SFP649-7152,12,SI
SE-SFP649-7153,20,NO
SE-SFP649-7154,20,NO
SE-SPF606-10038,24,SI
SE-SPF606-10039,24,SI
SE-SPF606-10040,24,SI
SE-SYE550-0170,12,SI
SE-SYE550-0579,60,NO
SE-SYE550-0588,20,NO
SE-SYE550-0604,120,SI
SE-SYE550-0605,60,SI
SE-SYE550-0606,120,SI
SE-SYE550-0607,60,SI
SE-SYE550-0608,120,SI
SE-SYE550-0609,60,SI
SE-SYE550-0934,24,SI
SE-SYE550-0935,24,SI
SE-SYE550-0936,12,SI
SE-SYE550-0937,12,SI
SE-SYE550-0938,12,SI
SE-SYE550-0939,12,SI
SE-SYE550-0943,48,SI
SE-SYE550-0944,48,SI
SE-SYE550-10389,60,SI
SE-SYE550-10416,120,SI
SE-SYE550-10417,120,SI
SE-SYE550-10418,120,SI
SE-SYE550-10419,24,SI
SE-SYE550-10420,120,SI
SE-SYE550-10421,24,SI
SE-SYE550-10422,12,SI
SE-SYE550-11342,60,NO
SE-SYE550-12023,30,SI
SE-SYE550-12024,30,SI
SE-SYE550-12025,30,SI
SE-SYE550-12026,30,SI
SE-SYE550-13007,6,NO
SE-SYE550-13104,10,SI
SE-SYE550-14332,60,NO
SE-SYE550-14333,60,NO
SE-SYE550-1445,20,SI
SE-SYE550-1446,72,SI
SE-SYE550-1447,20,SI
SE-SYE550-3332,30,NO
SE-SYE550-3333,30,NO
SE-SYE550-3458,24,NO
SE-SYE550-3459,24,NO
SE-SYE550-3460,24,NO
SE-SYE550-3461,24,NO
SE-SYE550-6370,24,SI
SE-SYE550-6371,24,SI
SE-SYE550-6372,24,SI
SE-SYE550-6373,60,SI
SE-SYE550-6374,60,SI
SE-SYE550-6375,60,SI
SE-SYE550-6871,20,NO
SE-SYE550-7724,60,SI
SE-SYE550-7725,60,SI
SE-SYE550-8614,60,SI
SE-SYE550-9697,60,SI
SE-SYE550-9698,60,SI
SE-SYE551-0982,12,NO
SE-SYE551-11267,10,SI
SE-SYE552-0042,12,NO
SE-SYE552-0205,12,NO
SE-SYE552-1789,19,NO
SE-SYE553-11370,16,NO
SE-SYE553-1932,16,SI
SE-SYE553-7849,12,SI
SE-SYE553-7850,20,SI
SE-SYE554-0214,3,NO
SE-SYE554-10099,6,NO
SE-SYE554-1072,6,NO
SE-SYE554-1073,6,NO
SE-SYE554-1076,12,NO
SE-SYE554-1092,12,NO
SE-SYE554-1124,2,SI
SE-SYE554-1125,12,NO
SE-SYE554-1126,12,NO
SE-SYE554-1129,12,NO
SE-SYE554-11689,4,SI
SE-SYE554-13052,6,NO
SE-SYE554-14326,12,SI
SE-SYE554-14327,12,SI
SE-SYE554-14328,12,NO
